,cell_0,cell_1,cell_2,cell_3,cell_4,cell_5,cell_6,cell_7,cell_8,cell_9,cell_10,cell_11,cell_12,cell_13,cell_14,cell_15,cell_16,cell_17,cell_18,cell_19,cell_20,cell_21,cell_22,cell_23,cell_24,cell_25,cell_26,cell_27,cell_28,cell_29,cell_30,cell_31,cell_32,cell_33,cell_34,cell_35,cell_36,cell_37,cell_38,cell_39,cell_40,cell_41,cell_42,cell_43,cell_44,cell_45,cell_46,cell_47
F55D12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5516713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3685458,0.0,0.0,0.0,0.0,0.0,3.2733223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dao-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.708738,0.0,5.473454,0.0,0.0,0.0,0.0,0.0,4.347826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4361625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.697924,0.0,0.0,5.834306
ncam-1,20.71006,11.979634,4.304778,31.38732,0.0,5.205622,8.305648,2.8280544,20.97902,5.1033425,7.6026354,6.2814074,58.195927,0.0,0.0,5.497526,0.0,0.0,1.9025874,0.0,0.0,27.36727,32.59984,0.0,17.248814,16.061676,32.865253,4.347826,11.013216,3.3692725,2.3685458,0.0,0.0,6.7980967,26.827631,0.0,0.0,17.75148,17.415535,0.0,6.2073245,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pgal-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0899796,0.0,0.0,0.0,0.0,0.0
mig-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5342119,6.2814074,0.0,0.0,0.0,0.0,0.0,3.8255546,1.9025874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.107817,2.3685458,0.0,2.2099447,0.0,0.0,0.0,1.6366612,0.0,0.0,4.1169205,1.5518311,6.8135366,4.0899796,0.0,0.0,0.0,0.0,0.0
mig-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6366612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gst-24,0.0,0.0,0.0,0.0,2.0296326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
grd-5,0.0,0.0,8.609556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5342119,0.0,0.0,0.0,0.0,0.0,7.255139,1.9127773,3.8051748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9877503,4.347826,0.0,0.0,0.0,0.0,2.2099447,0.0,0.0,7.1808124,11.456629,0.0,3.483107,0.0,1.5518311,0.0,0.0,0.0,0.0,6.447453,0.0,0.0
C18A11.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unc-83,0.0,0.0,0.0,0.0,0.0,0.0,4.152824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9877503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6767269,1.4361625,1.6366612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C34E7.4,147.929,125.78616,90.400345,219.71124,46.68155,98.906815,120.4319,59.38914,454.54544,107.1702,116.573746,157.03517,9.699321,42.372883,48.84857,96.20671,82.22491,49.73221,72.298325,29.126213,12.666244,131.3629,277.09863,111.23071,30.185425,80.30838,155.36302,30.434782,0.0,50.539085,71.05637,56.36979,50.82873,227.73624,83.83635,96.222885,134.20622,100.59171,125.39185,55.578426,85.350716,79.49126,94.069534,69.99125,13.395848,122.50161,128.11389,58.34306
F48D6.4,2.9585798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.9783673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3122034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2099447,0.0,0.0,0.0,0.0,0.0,0.0,4.1169205,0.0,2.2711787,0.0,0.0,6.697924,0.0,0.0,0.0
cab-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.656109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3692725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C50B8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9025874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lin-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0584602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
T10B5.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4361625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F32B5.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
daf-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F26E4.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
che-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2711787,0.0,0.0,0.0,0.0,0.0,0.0
F57F4.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2099447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
acy-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
M153.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.834306
far-1,0.0,0.0,4.304778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3122034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6767269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.374453,0.0,0.0,0.0,0.0
unc-42,0.0,0.0,0.0,0.0,0.0,5.205622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4183795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F14D12.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F44A2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lec-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sodh-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F32A5.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4361625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mua-3,0.0,2.9949086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tyra-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C08G9.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.9171596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ace-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ocr-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
atf-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9127773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.75148,0.0,2.0584602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
zig-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZK643.2,0.0,5.989817,0.0,0.0,0.0,0.0,12.458472,5.656109,0.0,5.1033425,2.5342119,0.0,0.0,2.0177562,0.0,5.497526,2.4183795,0.0,5.7077622,0.0,3.166561,10.946908,8.14996,0.0,4.3122034,0.0,0.0,0.0,0.0,3.3692725,0.0,0.0,0.0,0.0,1.6767269,7.1808124,0.0,0.0,0.0,0.0,3.1036623,6.8135366,0.0,0.0,13.395848,0.0,0.0,5.834306
cki-2,11.834319,8.984726,8.609556,6.277464,20.296326,0.0,8.305648,8.484163,0.0,12.758357,17.739483,0.0,9.699321,8.071025,27.91347,2.748763,12.091898,11.476664,9.512938,9.708738,6.333122,27.36727,32.59984,10.764263,17.248814,3.2123353,17.926502,13.043478,11.013216,0.0,16.57982,0.0,2.2099447,6.7980967,6.7069077,0.0,0.0,5.9171596,6.966214,14.409222,10.862818,27.254147,4.0899796,0.0,0.0,25.789812,14.234876,0.0
ptb-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3692725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Y48C3A.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unc-86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5516713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unc-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
aakg-5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.417477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lpr-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5516713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3692725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C13F10.1,0.0,0.0,0.0,0.0,0.0,5.205622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gst-13,0.0,0.0,0.0,0.0,0.0,5.205622,4.152824,0.0,0.0,0.0,0.0,0.0,0.0,2.0177562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.473454,0.0,0.0,0.0,0.0,2.9877503,0.0,0.0,0.0,0.0,0.0,0.0,3.3990483,0.0,0.0,0.0,0.0,0.0,2.0584602,0.0,2.2711787,0.0,0.0,0.0,0.0,0.0,0.0
T14B1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0177562,0.0,0.0,0.0,0.0,0.0,0.0,3.166561,0.0,0.0,3.5880876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
grl-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9025874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2711787,4.0899796,0.0,0.0,0.0,0.0,0.0
F07C6.4,5.9171596,0.0,8.609556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.6026354,12.562815,0.0,2.0177562,0.0,0.0,0.0,0.0,3.8051748,0.0,0.0,0.0,0.0,3.5880876,0.0,3.2123353,0.0,0.0,0.0,0.0,4.7370915,0.0,2.2099447,0.0,0.0,0.0,0.0,0.0,0.0,6.1753807,0.0,2.2711787,0.0,0.0,0.0,0.0,0.0,0.0
ceh-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mec-7,5.9171596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3534539,1.4361625,0.0,0.0,0.0,0.0,1.5518311,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lpr-6,0.0,0.0,4.304778,25.109856,4.059265,0.0,12.458472,0.0,13.986013,2.5516713,7.6026354,0.0,19.398642,0.0,6.9783673,2.748763,0.0,0.0,1.9025874,0.0,0.0,0.0,32.59984,0.0,4.3122034,25.698683,11.951001,0.0,0.0,0.0,2.3685458,0.0,2.2099447,6.7980967,8.383635,8.616975,1.6366612,29.585798,3.483107,4.1169205,6.2073245,0.0,4.0899796,0.0,0.0,0.0,21.352314,0.0
gcy-36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gst-20,8.87574,0.0,0.0,6.277464,2.0296326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.699321,0.0,13.956735,0.0,0.0,0.0,1.9025874,0.0,3.166561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.827631,1.4361625,0.0,0.0,3.483107,0.0,0.0,2.2711787,0.0,0.0,6.697924,0.0,0.0,0.0
sol-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ets-5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
T03G11.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pde-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fbn-1,14.792899,17.969452,0.0,6.277464,14.207428,26.02811,0.0,11.312218,20.97902,7.655014,2.5342119,6.2814074,19.398642,28.248589,6.9783673,0.0,4.836759,3.8255546,11.4155245,19.417477,9.499683,16.420362,0.0,7.176175,12.93661,6.4246707,20.914253,4.347826,0.0,3.3692725,14.211274,0.0,13.259669,6.7980967,8.383635,0.0,1.6366612,23.668638,6.966214,8.233841,9.3109865,4.5423574,12.269938,0.0,33.48962,6.447453,28.469751,0.0
ceh-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sqt-3,23.668638,2.9949086,0.0,0.0,26.385223,10.411244,0.0,11.312218,0.0,2.5516713,0.0,0.0,0.0,26.230833,62.805305,0.0,58.04111,19.127773,26.636225,9.708738,18.999367,0.0,0.0,0.0,4.3122034,3.2123353,0.0,30.434782,22.026432,26.95418,0.0,22.547915,53.038677,0.0,18.443996,0.0,0.0,0.0,0.0,24.701523,0.0,20.440609,32.719837,0.0,6.697924,0.0,0.0,5.834306
pmt-2,65.08876,23.959269,146.36246,37.664783,121.777954,41.644978,99.66778,158.37105,6.9930067,56.13677,68.42372,12.562815,9.699321,209.84666,83.74041,49.477737,133.01088,164.49884,125.57077,106.79612,63.33122,32.840725,40.749798,121.99498,38.80983,3.2123353,44.816254,47.826088,11.013216,87.60108,87.63619,124.013535,112.707184,50.98572,45.27163,94.78673,181.66939,11.834319,27.864857,129.683,12.414649,208.94846,134.96933,69.99125,140.6564,6.447453,0.0,75.84598
ZK1067.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C04F12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
strl-1,0.0,0.0,0.0,0.0,0.0,5.205622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.748763,0.0,0.0,0.0,0.0,3.166561,0.0,0.0,0.0,0.0,3.2123353,0.0,0.0,0.0,0.0,0.0,0.0,2.2099447,0.0,0.0,0.0,0.0,0.0,0.0,2.0584602,1.5518311,0.0,0.0,0.0,0.0,0.0,0.0,0.0
