,cell_0,cell_1,cell_2,cell_3,cell_4,cell_5,cell_6,cell_7,cell_8,cell_9,cell_10,cell_11,cell_12,cell_13,cell_14,cell_15,cell_16,cell_17,cell_18,cell_19,cell_20,cell_21,cell_22,cell_23,cell_24,cell_25,cell_26,cell_27,cell_28,cell_29,cell_30,cell_31,cell_32,cell_33,cell_34,cell_35,cell_36,cell_37,cell_38,cell_39,cell_40,cell_41,cell_42,cell_43,cell_44,cell_45,cell_46,cell_47,cell_48,cell_49,cell_50,cell_51,cell_52,cell_53
icl-1,23.663696,36.55639,20.429008,32.443108,41.08723,22.81245,35.57513,22.100883,22.317596,23.777174,0.0,34.910427,42.93573,15.673981,28.145697,19.964066,24.88723,27.318256,10.594623,17.0991,13.580806,30.326004,19.773504,19.799181,29.56636,28.600029,11.677695,25.479872,13.347316,37.406483,28.69715,23.123444,14.0750675,13.477089,9.039256,46.563904,36.764706,16.366611,11.096726,33.54579,36.457214,19.977417,42.387848,47.658176,16.926203,38.12317,27.271177,24.504343,35.8959,35.906643,16.153847,25.097603,25.14458,25.59727
eri-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6772895,0.0,0.0,0.0,0.0,1.6926202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.514458,0.0
ift-74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4342917,0.0,0.0,0.0,0.0,0.0,1.1138338,0.0,0.0,0.0,0.0,0.0,0.0
F42G8.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F59E11.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nlp-31,23.663696,0.0,26.26587,13.635509,45.828068,0.0,11.8583765,13.00052,6.866953,3.396739,3.1918287,62.47129,50.98618,10.9717865,0.0,79.85626,43.552654,28.835938,7.945967,37.171955,31.688547,25.777103,34.154236,0.0,18.06833,24.310024,17.516542,69.64498,15.254076,0.0,9.565716,97.82995,15.41555,63.534847,18.078512,40.141296,35.014004,12.729588,5.548363,46.964108,53.613552,24.754625,62.168842,36.154476,44.008125,7.3313785,32.38452,45.667187,11.965301,35.906643,23.076923,25.097603,12.57229,4.2662115
F54E4.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
egl-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6926202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B0228.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5959144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gpx-5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3417416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9462825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6056519,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6926202,0.0,0.0,0.0,2.9913251,0.0,0.0,0.0,0.0,0.0
C01H6.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sym-1,0.0,1.8278193,1.4592149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8373909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7787265,0.6702413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.780996,0.0,0.0,0.0,0.0,1.1138338,0.0,0.0,0.0,0.0,0.0,2.1331058
slt-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tns-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7167382,0.0,0.0,0.0,1.3417416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6702413,0.0,1.2913224,0.0,1.7507002,0.0,0.0,0.0,0.0,0.4342917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1331058
hmit-1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F08B12.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3943112,0.0,0.0
K07C11.4,11.135858,14.622555,2.9184299,3.7615194,9.481669,4.888382,3.3881075,3.9001558,5.1502147,10.190217,1.5959144,0.0,6.708708,4.702194,19.86755,1.9964066,6.2218075,6.0707235,10.594623,2.2303174,7.5448923,1.5163002,3.5951827,9.8995905,0.0,8.5800085,0.0,1.6986581,7.627038,9.351621,5.73943,1.7787265,8.042895,5.775895,3.873967,4.8169556,5.252101,9.092563,3.6989088,5.0318685,0.0,3.9086251,1.4129282,1.6433854,3.3852403,8.797654,10.226691,10.024504,14.956625,8.286148,7.692308,5.5772448,12.57229,8.532423
tbx-2,0.0,14.622555,0.0,7.0528493,0.0,6.517843,1.6940538,13.00052,0.0,18.682064,0.0,0.0,1.3417416,0.0,4.9668875,0.0,1.5554519,10.623767,13.2432785,0.0,13.580806,0.0,0.0,9.8995905,9.8554535,0.0,3.892565,0.0,21.927734,10.910224,19.131432,7.114906,4.691689,1.9252985,0.0,0.0,15.756302,1.8185124,0.0,1.6772895,0.0,4.342917,0.0,0.0,0.0,7.3313785,15.340037,2.2276676,31.408913,0.0,2.3076923,0.0,0.0,0.0
hrg-3,1.3919822,10.966916,0.0,0.94037986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5673981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5951827,0.0,0.0,0.0,0.0,0.0,0.95337975,4.6758103,0.0,0.0,2.6809652,0.0,0.0,0.0,1.7507002,0.0,0.0,0.0,0.0,4.7772083,0.0,0.0,0.0,1.4662757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1331058
ZK287.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5586034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6433854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rmd-2,34.799553,1.8278193,17.51058,17.397028,26.864729,13.035686,13.55243,9.100364,3.4334764,3.396739,23.938715,22.967386,16.100899,14.106583,6.6225166,23.956879,18.665422,13.659128,11.918951,22.303173,6.035914,18.195602,14.380731,1.4142271,18.06833,12.870013,13.623978,20.383898,2.8601391,0.0,1.9131433,23.123444,10.723861,7.701194,23.243801,9.633911,15.756302,3.6370249,77.677086,35.22308,45.035385,6.948667,21.900389,26.294167,18.618822,0.0,13.635589,21.162842,2.9913251,16.572296,18.461538,27.886225,10.057832,4.2662115
F09E10.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F46F2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
spi-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.91869545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5586034,0.0,1.7787265,0.6702413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3943112,2.514458,0.0
C14F11.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3000519,0.0,0.0,0.0,0.91869545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95337975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.354579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1138338,0.0,0.0,0.7692308,0.0,0.0,0.0
F55D12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6772895,0.0,0.0,0.7064641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7692308,1.3943112,0.0,0.0
dao-2,36.191536,126.11954,70.04232,70.52849,85.33502,135.24524,81.31458,67.6027,63.519314,129.07608,170.76283,67.98346,73.795784,62.695923,110.927155,107.805954,65.32898,169.98027,112.56787,37.915394,149.38887,63.68461,66.51088,110.30972,78.84363,50.05005,38.92565,90.02888,84.85079,91.9576,99.48345,65.812874,52.27882,26.954178,28.409092,33.71869,106.79272,61.829426,75.82763,26.836632,75.058975,54.28646,85.48216,41.084633,33.852406,61.58358,88.631325,85.7652,65.80915,33.144592,50.0,41.829338,42.74579,76.79181
ncam-1,15.311804,16.450375,16.051365,13.635509,11.061947,29.330294,35.57513,20.80083,34.334766,22.078804,11.171401,22.04869,26.834831,39.18495,16.556292,35.935318,15.554519,25.800575,17.216263,18.585978,15.089785,28.809704,16.178322,24.041862,29.56636,12.870013,19.462826,18.685238,38.13519,15.586035,28.69715,21.344717,15.41555,9.6264925,16.78719,11.239563,19.257702,29.096199,24.042906,13.418316,40.7463,16.937376,14.835747,14.790468,8.463101,20.52786,8.522243,18.935175,14.956625,29.00152,33.076923,32.06916,7.543374,6.3993173
pgal-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7044486,0.0,0.0,0.0,0.7692308,0.0,0.0,0.0
mig-1,0.0,0.0,0.0,1.8807597,0.0,1.6294607,0.0,1.3000519,0.0,1.6983695,0.0,0.0,0.0,0.0,13.245033,0.0,0.0,0.0,1.3243278,0.0,3.017957,0.0,0.0,2.8284543,0.0,1.4300015,0.0,1.6986581,2.8601391,1.5586034,0.0,0.0,0.6702413,1.9252985,0.0,0.0,0.0,0.0,0.0,0.0,2.144542,0.8685834,0.0,0.0,0.0,1.4662757,3.4088972,0.0,0.0,0.0,0.7692308,0.0,2.514458,0.0
mig-18,0.0,0.0,0.0,0.0,0.0,1.6294607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7975913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8262866,0.0,2.0107238,0.0,0.0,0.0,0.0,0.0,1.8494544,0.0,0.0,0.8685834,0.0,0.0,0.0,1.4662757,0.0,0.0,0.0,0.0,0.7692308,0.0,0.0,0.0
gst-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3404826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
grd-5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C18A11.1,1.3919822,0.0,0.0,0.0,0.0,0.0,1.6940538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3112583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2913224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4662757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unc-83,0.0,1.8278193,0.0,0.94037986,0.0,0.0,0.0,0.0,3.4334764,3.396739,0.0,1.8373909,0.0,1.5673981,0.0,0.0,0.0,0.0,3.9729836,0.74343914,4.526935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95337975,3.1172068,0.0,0.0,0.0,0.0,0.0,1.6056519,0.0,1.8185124,0.0,0.0,0.0,0.8685834,1.4129282,0.0,0.0,1.4662757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C34E7.4,0.0,0.0,1.4592149,0.0,1.5802782,1.6294607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5673981,0.0,1.9964066,0.0,0.0,0.0,1.4868783,0.0,0.0,0.0,0.0,0.0,0.0,1.9462825,0.0,0.0,0.0,0.0,8.893632,0.0,3.850597,0.0,3.2113037,3.5014005,0.0,0.0,5.0318685,0.0,0.4342917,4.238785,4.930156,0.0,0.0,3.4088972,0.0,0.0,0.0,0.7692308,0.0,2.514458,0.0
F48D6.4,12.52784,9.139097,33.561943,13.1653185,71.11252,1.6294607,1.6940538,3.9001558,29.184551,3.396739,0.0,45.016075,10.7339325,0.0,13.245033,177.68019,40.44175,15.176809,9.270295,14.125343,4.526935,63.68461,30.559052,7.071136,14.78318,0.0,11.677695,44.16511,19.067595,0.0,0.0,17.787264,9.383378,46.20716,0.0,96.33911,63.025208,1.8185124,25.89236,1.6772895,62.19172,31.269001,64.9947,24.65078,0.0,5.865103,27.271177,1.1138338,5.9826503,1.3810247,7.692308,9.760179,5.028916,4.2662115
cab-1,0.0,9.139097,1.4592149,0.47018993,0.0,0.0,0.0,0.0,3.4334764,0.0,0.0,0.0,1.3417416,1.5673981,0.0,0.0,0.0,0.0,1.3243278,0.74343914,0.0,1.5163002,1.7975913,2.8284543,1.6425756,1.4300015,0.0,1.6986581,3.813519,0.0,1.9131433,12.451085,5.3619304,5.775895,0.0,12.845215,7.002801,0.0,0.0,0.0,0.0,4.7772083,0.7064641,3.2867708,1.6926202,1.4662757,3.4088972,0.0,7.4783125,0.0,0.0,0.0,0.0,2.1331058
C50B8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9067595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lin-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8185124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
T10B5.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4142271,0.0,0.0,1.9462825,1.6986581,0.0,0.0,0.0,0.0,0.6702413,0.0,1.2913224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6433854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F32B5.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2913224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4129282,0.0,0.0,1.4662757,0.0,1.1138338,0.0,0.0,0.0,0.0,0.0,0.0
daf-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4956626,0.0,0.0,0.0,0.0,0.0
F26E4.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
che-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F57F4.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
acy-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6433854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
M153.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8494544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7044486,0.0,0.0,0.0,0.0,0.0,0.0,0.0
far-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6986581,0.0,0.0,1.9131433,1.7787265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7064641,6.5735416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unc-42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6425756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4342917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3810247,0.0,0.0,0.0,0.0
F14D12.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F44A2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lec-8,0.0,0.0,0.0,0.0,0.0,0.0,1.6940538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7787265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7044486,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sodh-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F32A5.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mua-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6702413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tyra-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C08G9.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
