,cell_0,cell_1,cell_2,cell_3,cell_4,cell_5,cell_6,cell_7,cell_8,cell_9,cell_10,cell_11,cell_12,cell_13,cell_14,cell_15,cell_16,cell_17,cell_18,cell_19,cell_20,cell_21,cell_22,cell_23,cell_24,cell_25,cell_26,cell_27,cell_28,cell_29,cell_30,cell_31,cell_32,cell_33,cell_34,cell_35,cell_36,cell_37,cell_38,cell_39,cell_40,cell_41,cell_42,cell_43,cell_44,cell_45,cell_46,cell_47,cell_48,cell_49,cell_50,cell_51,cell_52,cell_53,cell_54,cell_55,cell_56,cell_57,cell_58,cell_59,cell_60,cell_61,cell_62,cell_63,cell_64,cell_65,cell_66,cell_67,cell_68,cell_69,cell_70,cell_71,cell_72,cell_73,cell_74,cell_75,cell_76,cell_77,cell_78,cell_79,cell_80,cell_81,cell_82,cell_83,cell_84,cell_85,cell_86,cell_87,cell_88,cell_89,cell_90,cell_91,cell_92,cell_93,cell_94,cell_95,cell_96,cell_97,cell_98,cell_99,cell_100,cell_101,cell_102,cell_103,cell_104,cell_105,cell_106,cell_107,cell_108,cell_109,cell_110,cell_111,cell_112,cell_113,cell_114,cell_115,cell_116,cell_117,cell_118,cell_119,cell_120,cell_121,cell_122,cell_123,cell_124,cell_125,cell_126,cell_127,cell_128,cell_129,cell_130,cell_131,cell_132,cell_133,cell_134,cell_135,cell_136,cell_137,cell_138,cell_139,cell_140,cell_141,cell_142,cell_143,cell_144,cell_145,cell_146,cell_147,cell_148,cell_149,cell_150,cell_151,cell_152,cell_153,cell_154,cell_155,cell_156,cell_157,cell_158,cell_159,cell_160,cell_161,cell_162,cell_163,cell_164,cell_165,cell_166,cell_167,cell_168,cell_169,cell_170,cell_171,cell_172,cell_173,cell_174,cell_175,cell_176,cell_177,cell_178,cell_179,cell_180,cell_181,cell_182,cell_183,cell_184,cell_185
lin-54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.9051385,0.0,0.0,0.0,0.0,0.0,3.8819873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5248623,0.0,0.0,0.0,0.0,0.0,1.7930788,0.0,6.60502,6.8775787,0.0,0.0,0.0,8.718396,0.0,0.0,0.0,0.0,6.1728396,0.0,7.1377587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.813349,0.0,0.0,6.821283,7.5815015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.191176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8565369,0.0,0.0,0.0,0.0,0.0,0.0,5.9844403,0.0,0.0,6.373486,0.0,0.0,4.7348485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.8988943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.61034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.7704806,0.0,0.0,0.0,0.0,0.0,0.0,12.121212,10.91703,0.0,0.0,0.0
lin-28,5.851375,0.0,0.0,0.0,0.0,0.0,5.2029133,9.259259,5.595971,5.252101,7.0422535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.958942,5.6915197,0.0,6.333122,14.357501,3.8819873,8.733624,18.270403,7.8064017,0.0,6.238303,21.18644,5.6369786,4.725898,0.0,10.576415,5.4436584,0.0,5.0226016,0.0,0.0,5.633803,0.0,0.0,7.215007,0.0,4.306632,0.0,11.514105,0.0,25.575447,1.7930788,0.0,0.0,6.8775787,14.416145,11.641443,6.896552,17.436792,0.0,0.0,0.0,0.0,0.0,4.854369,7.1377587,0.0,5.633803,0.0,5.3447356,5.402485,6.2305293,11.983224,0.0,9.551099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.885815,0.0,11.813349,0.0,12.070005,6.821283,0.0,0.0,0.0,0.0,0.0,18.450184,0.0,6.4935064,0.0,13.745704,0.0,3.980892,6.734007,20.833334,0.0,7.55287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.852217,0.0,0.0,0.0,10.427528,25.188917,0.0,0.0,5.4854636,5.1413884,0.0,6.238303,0.0,11.569611,0.0,0.0,0.0,0.0,0.0,0.0,5.9844403,0.0,6.3091483,0.0,0.0,16.008537,4.7348485,17.699116,6.640106,0.0,0.0,0.0,7.012623,0.0,0.0,0.0,0.0,0.0,0.0,6.963788,0.0,0.0,0.0,6.6934404,0.0,0.0,0.0,0.0,0.0,6.060606,6.451613,13.559322,0.0,0.0,0.0,0.0,13.937283,0.0,0.0,11.976048,12.106538,4.139073,6.7704806,0.0,0.0,9.337068,0.0,0.0,0.0,24.242424,0.0,11.223344,0.0,0.0
nhr-132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nhr-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cfi-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ces-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.090134,7.8064017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.384616,0.0,0.0,0.0,0.0,7.215007,0.0,0.0,8.635578,17.271156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.402485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.2344136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.896552,0.0,0.0,7.627765,0.0,0.0,0.0,14.440433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.53388,7.358351,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.6045623,0.0,0.0,0.0,0.0,7.993605,0.0,4.6210723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.61034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.337068,0.0,7.651109,10.172939,12.121212,0.0,0.0,0.0,0.0
zip-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unc-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eor-1,0.0,0.0,0.0,5.479452,0.0,0.0,15.608741,0.0,0.0,10.504202,7.0422535,0.0,13.245033,9.099181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.333122,0.0,0.0,26.200872,6.090134,0.0,0.0,6.238303,0.0,5.6369786,0.0,0.0,0.0,0.0,4.982561,5.0226016,0.0,0.0,0.0,6.480881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.379236,0.0,0.0,13.755157,0.0,0.0,13.793104,0.0,5.319149,0.0,10.4547825,0.0,12.345679,0.0,0.0,5.4347825,11.267606,0.0,0.0,10.80497,6.2305293,0.0,5.662514,9.551099,0.0,6.101281,6.565988,6.2344136,6.3211126,0.0,0.0,23.219814,0.0,7.3260074,0.0,0.0,5.9066744,0.0,12.070005,6.821283,0.0,0.0,6.006006,0.0,0.0,0.0,0.0,6.4935064,0.0,0.0,0.0,0.0,6.734007,0.0,0.0,0.0,14.316393,9.910803,6.896552,0.0,6.675567,0.0,0.0,0.0,0.0,7.2202163,9.191176,31.282587,8.396306,9.276438,0.0,0.0,5.1413884,0.0,0.0,0.0,7.7130737,0.0,0.0,0.0,0.0,0.0,0.0,5.9844403,0.0,0.0,0.0,0.0,0.0,4.7348485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.467401,6.188119,0.0,6.963788,0.0,12.804097,0.0,6.6934404,0.0,5.271481,0.0,0.0,25.22068,6.060606,0.0,6.779661,0.0,11.223344,0.0,0.0,13.937283,0.0,0.0,0.0,0.0,4.139073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.223344,0.0,0.0
ztf-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ztf-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cey-1,40.959625,26.058632,29.45508,27.397259,50.505047,24.198427,52.029137,9.259259,0.0,10.504202,7.0422535,19.933556,13.245033,0.0,18.083181,6.485084,11.933174,7.9051385,20.876825,17.07456,22.172949,6.333122,28.715002,7.7639747,0.0,30.450672,0.0,10.050251,18.714909,21.18644,45.09583,18.903591,0.0,26.441036,21.774633,14.947683,10.045203,7.692308,0.0,11.267606,38.88529,28.818445,14.430014,11.049725,34.453056,0.0,17.271156,16.54716,0.0,32.275417,4.8828125,0.0,13.755157,19.221527,34.92433,6.896552,8.718396,5.319149,9.380863,20.909565,0.0,24.691359,0.0,21.413277,16.304348,28.169016,23.77179,26.723679,0.0,37.383175,41.941284,22.650057,28.653296,36.553528,30.506405,6.565988,31.17207,12.642225,45.045044,0.0,0.0,0.0,14.652015,35.31489,0.0,5.9066744,10.570825,18.10501,34.106415,15.163003,0.0,0.0,9.389671,15.290521,9.225092,20.352781,0.0,9.487666,20.618557,19.267822,11.942676,6.734007,0.0,16.977928,3.776435,0.0,19.821606,0.0,16.01281,6.675567,15.25553,0.0,0.0,11.827321,21.660648,9.191176,0.0,8.396306,0.0,0.0,10.970927,15.424165,9.140768,18.714909,18.679949,11.569611,10.26694,0.0,26.867275,9.242145,0.0,0.0,5.9844403,31.152647,12.618297,19.120459,7.6045623,21.344717,9.469697,17.699116,19.920319,0.0,0.0,9.242145,14.025246,14.5348835,7.8988943,13.654984,0.0,0.0,0.0,13.927576,6.858711,0.0,6.43915,13.386881,6.9783673,15.814444,18.393623,0.0,0.0,0.0,19.35484,33.898308,19.775873,11.223344,0.0,0.0,6.9686413,0.0,30.150753,11.976048,0.0,4.139073,0.0,12.224939,7.9113927,18.674135,13.577732,0.0,20.345879,12.121212,43.66812,0.0,11.560694,34.802784
ceh-48,5.851375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0422535,6.6445184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.333122,0.0,0.0,0.0,0.0,0.0,0.0,6.238303,0.0,0.0,4.725898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.215007,0.0,0.0,0.0,0.0,0.0,5.1150894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.991612,0.0,0.0,5.2219324,6.101281,0.0,0.0,6.3211126,0.0,0.0,7.7399383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.188119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.488964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.9136605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.9844403,0.0,0.0,0.0,0.0,0.0,4.7348485,8.849558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.223344,11.72333,0.0,0.0,0.0,0.0,0.0,12.106538,0.0,6.7704806,0.0,0.0,0.0,0.0,0.0,10.172939,0.0,0.0,0.0,0.0,11.600928
daf-16,17.554125,6.514658,22.09131,0.0,0.0,0.0,0.0,0.0,0.0,5.252101,0.0,6.6445184,6.6225166,0.0,0.0,0.0,0.0,0.0,0.0,5.6915197,0.0,6.333122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.2882075,0.0,0.0,0.0,0.0,8.873115,0.0,0.0,9.606149,7.215007,0.0,8.613264,2.8785262,0.0,5.51572,0.0,3.5861576,0.0,0.0,0.0,4.805382,0.0,0.0,0.0,5.319149,0.0,0.0,0.0,0.0,4.854369,0.0,5.4347825,11.267606,7.9239297,0.0,0.0,6.2305293,5.991612,5.662514,0.0,0.0,0.0,0.0,0.0,6.3211126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6948357,0.0,0.0,0.0,6.4935064,9.487666,0.0,0.0,3.980892,0.0,0.0,0.0,0.0,0.0,0.0,13.793104,0.0,0.0,0.0,0.0,9.852217,17.740982,14.440433,0.0,0.0,0.0,0.0,19.120459,0.0,5.1413884,9.140768,0.0,0.0,3.8565369,0.0,7.358351,0.0,0.0,5.5834727,0.0,0.0,0.0,0.0,0.0,7.6045623,16.008537,0.0,0.0,0.0,0.0,0.0,4.6210723,0.0,7.2674417,0.0,0.0,8.467401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.65251,0.0,6.060606,6.451613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ceh-7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
irx-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.390983,0.0,0.0,3.8819873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.188119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.61034,0.0,0.0,0.0,0.0,5.611672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.417218,0.0,0.0,0.0,0.0,6.788866,0.0,0.0,0.0,0.0,0.0,0.0,0.0
