0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98
0.0,0.0,0.0,4.926153776117589,3.309841155600688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.368718670626509,0.0,0.0,0.0,4.448518082485781,0.0,0.0,1.4282290927303682,0.0,0.0,0.0,0.0,0.0,0.0,0.8514617588030349,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8675263972944447,7.287739857159034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.1496420134353595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.776468662669727,0.0,0.0,0.0,3.903704528708904
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.4154934341723235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5577290659747836,0.0,0.0,1.468911734708183,0.0,0.0,0.0,0.0,4.454507802219021,0.0,3.5338887636094736,0.0,0.0,0.0,5.163015474109409,0.0,0.0,0.0,0.0,0.0,3.783420843846243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2221151342932446,0.0,0.0,0.0,0.0,0.0
5.536709121604304,4.6888247046581,5.120407963871018,4.926153776117589,5.751117663948719,7.426248299218882,8.589164623847504,10.57758348005171,0.0,13.151494275617297,5.809257007352887,10.831129777520847,2.635254695960512,10.26743630435301,8.090406504985381,0.0,3.195913974623168,8.029344548411343,0.0,0.0,8.473579246856225,0.0,0.0,7.915163616117869,0.0,4.988889371371167,0.0,0.0,0.0,7.249602581146096,3.1554297233472095,6.490012923254751,5.542950316519737,2.055009752529068,0.0,0.0,2.944942234735286,3.902114677182974,15.367313030775145,0.0,4.664804499522179,0.0,0.0,10.505310363434099,0.0,0.0,0.0,7.324903531179396,9.388479553369635,10.061194391328794,0.0,11.015123848881478,7.287739857159034,6.587940644351748,0.0,15.1246983113504,0.0,6.634481192296421,8.27983177533198,0.0,0.0,13.77503475870679,1.9323822046157575,6.108696664685209,0.0,0.0,0.0,0.0,3.1018255352604047,12.00233556346294,0.0,10.343588894806446,15.937343117515981,7.8550806950913525,4.619893906808131,7.020281466794463,9.827940561277803,11.930514010818188,3.8491743437439707,3.2686238604991775,8.318604372030112,0.0,3.3881152830377546,7.885504817324642,0.0,7.359969272906198,0.0,0.0,0.0,8.215574923374879,8.516182448588204,0.0,7.334184865963504,2.608128979814555,3.08529177546444,4.11304052760406,4.05722714612269,7.616711551368637,3.903704528708904
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.510065740633967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.435629190959057,0.0,0.0
3.5241778268353006,4.6888247046581,8.466496506561223,12.537981878754614,0.8897815797246141,0.0,0.0,0.0,0.0,13.151494275617297,9.535503658290533,10.197993052778104,12.040314291500625,0.0,6.515888914476404,8.353513556454123,9.844169283389466,5.36289653880156,0.0,29.335367959694377,4.448518082485781,6.685655565283654,0.0,6.6004337523401135,5.557695314950455,7.338036972495697,0.0,4.596075670975605,0.0,0.0,7.118848793559735,0.0,11.404517658819845,7.913074929815052,0.0,0.0,0.0,6.688387238686511,0.0,8.163120259956564,14.610751535721903,10.013607108307738,0.0,0.0,5.163015474109409,11.184261742259526,21.04434416170052,0.0,4.984949298433331,9.243019359909706,3.783420843846243,5.938360437806849,12.626083371895174,6.587940644351748,8.07705186574952,0.0,12.248912455470325,0.0,15.781866499692436,4.58741725436196,0.0,13.77503475870679,1.9323822046157575,10.337282671586255,18.35441870793463,0.0,0.0,0.0,9.99209262079545,0.0,17.17392759447651,0.0,0.0,0.0,0.0,0.0,4.654285707377657,0.0,3.8491743437439707,0.0,10.121140686807221,6.495290303745872,10.099949667765765,0.0,0.0,0.0,0.0,0.0,5.961147735063656,0.0,5.709523003477583,0.0,2.550964831725205,12.00993627021298,3.08529177546444,0.0,7.063165375371149,9.414353014944929,5.9665196939539396
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.951520051040002,0.0,8.466496506561223,7.493947873709159,5.751117663948719,0.0,0.0,5.950796560622708,4.145325302655116,0.0,6.820166312551998,0.0,6.733007549900151,0.0,8.090406504985381,8.353513556454123,7.121816866235194,8.029344548411343,0.0,0.0,4.448518082485781,0.0,7.055758314785286,6.200646536854939,5.557695314950455,2.304854814880301,0.0,0.0,0.0,0.0,7.118848793559735,3.247999870182105,3.4426709396986683,5.117390846930411,15.955604561593864,7.776802943338782,4.730606882110388,0.0,8.5985318461245,0.0,7.907052938923565,0.0,6.306561123373662,7.277207002733424,9.56183068491041,0.0,0.0,3.7743799552763786,4.984949298433331,7.101285931839574,8.53175054210625,2.8675263972944447,7.287739857159034,0.0,9.76874492568442,6.424983839961854,0.0,11.858124981373741,0.0,4.58741725436196,3.808718797429591,0.0,3.264818282120636,7.130612719266863,10.170427655710549,11.13230475241738,0.0,0.0,4.944830109376429,18.991816614064604,0.0,0.0,7.1496420134353595,0.0,0.0,6.005608997272004,7.88337501582669,5.806949024078801,3.8491743437439707,3.2686238604991775,1.0975305239290647,8.124143201655453,10.392546328873399,5.224870305908988,0.0,0.0,3.6961935939336548,0.0,10.639324717935192,5.547519580377885,0.0,8.740422439752424,2.550964831725205,7.605402718854209,7.428408806357833,6.412879574486041,7.760931925323467,3.6706307691949096,2.3608423849612774
